Prov/Terr,FSA,Total,Total Income,Income per capita,Net Income,Taxable Income
24,J0T,39630,1477752000,37288.72067,1353687000,1296059000
24,J0V,21940,767794000,34995.16864,704590000,664032000
24,J0W,14010,438279000,31283.29764,406255000,376151000
24,J0X,36410,1332609000,36600.08239,1231743000,1167292000
24,J0Y,22580,901346000,39917.89194,826953000,780185000
24,J0Z,27400,1087283000,39681.86131,1006656000,954674000
24,J1A,7560,258742000,34225.13228,240949000,229540000
24,J1C,5240,215331000,41093.70229,195605000,187925000
24,J1E,18770,611890000,32599.36068,564384000,531471000
24,J1G,16050,584563000,36421.37072,534337000,506045000
24,J1H,21360,608381000,28482.25655,567566000,521857000
24,J1J,12110,614322000,50728.48885,553714000,537975000
24,J1K,5440,191556000,35212.5,173830000,164362000
24,J1L,12060,500916000,41535.32338,455621000,441337000
24,J1M,4270,173365000,40600.70258,157672000,151393000
24,J1N,24860,1143011000,45977.91633,1032105000,1011653000
24,J1R,7990,354378000,44352.69086,321741000,314576000
24,J1S,6380,231685000,36314.26332,212198000,202149000
24,J1T,6440,196501000,30512.57764,182298000,169183000
24,J1X,26920,1155014000,42905.42348,1052650000,1013321000
24,J1Z,4290,161085000,37548.95105,148278000,142608000
24,J2A,9130,353052000,38669.4414,324317000,313238000
24,J2B,24160,842701000,34880.00828,778596000,734857000
24,J2C,25030,966478000,38612.78466,886536000,844709000
24,J2E,3290,124263000,37769.90881,115109000,111546000
24,J2G,23630,760668000,32190.77444,705762000,660167000
24,J2H,16350,773865000,47331.19266,695891000,679035000
24,J2J,14320,529480000,36974.86034,483820000,465498000
24,J2K,13400,479745000,35801.86567,442003000,422879000
24,J2L,7530,471433000,62607.30412,424395000,411968000
24,J2M,5640,275494000,48846.4539,248377000,241287000
24,J2N,7030,245790000,34963.01565,227769000,216647000
24,J2R,8490,353448000,41631.09541,322670000,313731000
24,J2S,23690,858286000,36229.88603,787248000,740979000
24,J2T,13660,525232000,38450.36603,478654000,462816000
24,J2W,22360,1120610000,50116.7263,1011124000,993581000
24,J2X,15710,632618000,40268.49141,582776000,560540000
24,J2Y,4570,209488000,45839.82495,191130000,186434000
24,J3A,7260,238820000,32895.3168,224152000,209736000
24,J3B,26490,994145000,37529.06757,912666000,872267000
24,J3E,23650,1300540000,54991.12051,1164801000,1147039000
24,J3G,25480,1233036000,48392.30769,1112364000,1090871000
24,J3H,20960,1231898000,58773.75954,1106038000,1082398000
24,J3L,38270,1965582000,51360.90933,1778790000,1742989000
24,J3M,8480,343199000,40471.58019,315096000,304518000
24,J3N,12950,689187000,53219.07336,617012000,609344000
24,J3P,21390,795818000,37205.14259,724490000,686560000
24,J3R,11990,478296000,39891.2427,433109000,413675000
24,J3T,6900,271667000,39372.02899,245755000,230303000
24,J3V,21010,1408677000,67047.92956,1258766000,1238742000
24,J3X,17100,915359000,53529.76608,816839000,802250000
24,J3Y,50310,2158466000,42903.31942,1960259000,1917676000
24,J3Z,3680,191748000,52105.43478,172177000,169067000
24,J4B,34250,2330186000,68034.62774,2088340000,2041253000
24,J4G,8140,424859000,52193.98034,384602000,375708000
24,J4H,12780,566067000,44293.19249,515634000,487258000
24,J4J,23660,827352000,34968.38546,763326000,724552000
24,J4K,20500,666080000,32491.70732,617747000,586468000
24,J4L,24140,829462000,34360.48053,761020000,725482000
24,J4M,10070,502934000,49943.79345,451385000,442996000
24,J4N,8550,574400000,67181.28655,516882000,505809000
24,J4P,8550,577313000,67521.9883,521862000,508625000
24,J4R,8160,547936000,67149.01961,499756000,486663000
24,J4S,5100,389252000,76323.92157,351023000,343016000
24,J4T,14230,469793000,33014.26564,436332000,416700000
24,J4V,13160,514794000,39118.08511,468955000,452038000
24,J4W,14820,546359000,36866.32928,498211000,481603000
24,J4X,15080,822332000,54531.29973,740028000,718008000
24,J4Y,18640,919272000,49317.16738,831183000,811916000
24,J4Z,20720,827246000,39925,757012000,735125000
24,J5A,21540,981766000,45578.73723,891331000,874635000
24,J5B,5930,260991000,44011.97302,237521000,232234000
24,J5C,13630,579949000,42549.44974,528738000,517343000
24,J5J,12390,462224000,37306.21469,428263000,414277000
24,J5K,12060,543654000,45079.10448,493496000,482633000
24,J5L,16430,737266000,44873.15886,670505000,653901000
24,J5M,16140,554956000,34383.89095,517001000,489571000
24,J5R,35100,2139428000,60952.36467,1925167000,1885608000
24,J5T,10950,427693000,39058.72146,393052000,378416000
24,J5V,6190,190854000,30832.63328,177894000,163610000
24,J5W,20410,887790000,43497.7952,802416000,778531000
24,J5X,6770,256526000,37891.5805,235179000,225433000
24,J5Y,22760,1145336000,50322.31986,1028081000,1007353000
24,J5Z,22300,945412000,42395.15695,857489000,835087000
24,J6A,28560,1274343000,44619.85294,1152378000,1122924000
24,J6E,36620,1379876000,37680.93938,1261157000,1191699000
24,J6J,18930,737473000,38957.89752,675517000,653685000
24,J6K,19360,741978000,38325.30992,678086000,656152000
24,J6N,12570,514825000,40956.6428,470984000,453700000
24,J6R,10350,472729000,45674.29952,428751000,419479000
24,J6S,19940,729700000,36594.78435,670470000,636218000
24,J6T,14200,501286000,35301.83099,460734000,435027000
24,J6V,10050,525112000,52249.95025,472071000,464231000
24,J6W,25630,1125849000,43926.99961,1027301000,998084000
24,J6X,18890,858133000,45427.89836,773114000,756146000
24,J6Y,14500,734947000,50686,665910000,653364000
24,J6Z,15080,875668000,58068.16976,791106000,776296000
24,J7A,11470,712653000,62131.90933,642213000,627496000
24,J7B,10110,795257000,78660.43521,720593000,706383000
24,J7C,34080,1700885000,49908.59742,1539705000,1509957000
24,J7E,23400,942808000,40290.94017,863037000,833894000
24,J7G,13910,631810000,45421.27965,571947000,559762000
24,J7H,5540,265977000,48010.28881,239614000,235983000
24,J7J,18200,834722000,45863.84615,759170000,743098000
24,J7K,27190,1228036000,45164.98713,1117519000,1091984000
24,J7L,9350,410492000,43902.8877,375111000,365069000
24,J7M,18300,689266000,37664.80874,637027000,615292000
24,J7N,21320,939048000,44045.40338,860818000,839409000
24,J7P,20280,850966000,41960.84813,771064000,749676000
24,J7R,29690,1273281000,42885.85382,1161803000,1129534000
24,J7T,20580,1124862000,54658.01749,1022742000,1007241000
24,J7V,48900,2333102000,47711.69734,2118164000,2075881000
24,J7W,11060,516730000,46720.61483,470467000,460410000
24,J7X,4170,177377000,42536.45084,162597000,156811000
24,J7Y,20460,715006000,34946.52981,663127000,630080000
24,J7Z,24170,784809000,32470.3765,726445000,680975000
24,J8A,7630,344986000,45214.41678,316209000,306349000
24,J8B,10880,461000000,42371.32353,418643000,403438000
24,J8C,9020,316441000,35082.15078,290380000,273117000
24,J8E,8320,342496000,41165.38462,314288000,299982000
24,J8G,6470,230143000,35570.78825,212019000,202105000
24,J8H,11430,393224000,34402.79965,362049000,337167000
24,J8L,14830,607492000,40963.72218,553531000,532545000
24,J8M,9560,399806000,41820.7113,364913000,354928000
24,J8N,9470,445447000,47037.69799,404801000,395148000
24,J8P,26420,1035196000,39182.28615,948208000,915126000
24,J8R,21810,1094824000,50198.25768,983713000,969607000
24,J8T,31960,1322651000,41384.57447,1206936000,1166387000
24,J8V,20160,1147000000,56894.84127,1026242000,1013099000
24,J8X,6890,225639000,32748.76633,209877000,194903000
24,J8Y,18030,662821000,36762.11869,609770000,581116000
24,J8Z,11370,546135000,48032.98153,492860000,481440000
24,J9A,15910,875397000,55021.81018,783358000,773728000
24,J9B,5210,373010000,71595.0096,332227000,325965000
24,J9E,6460,183022000,28331.57895,169703000,154352000
24,J9H,22580,1096414000,48556.86448,989238000,969028000
24,J9J,23020,1334271000,57961.38141,1192417000,1178795000
24,J9L,11750,403796000,34365.61702,373049000,348993000
24,J9P,26510,1272478000,47999.92456,1162969000,1109459000
24,J9T,10790,464775000,43074.60612,424795000,407026000
24,J9V,2900,116690000,40237.93103,107412000,102011000
24,J9X,19340,817359000,42262.61634,747907000,713259000
24,J9Y,8020,422871000,52727.05736,383047000,370370000
24,J9Z,6180,250439000,40524.11003,231584000,219070000
35,K0A,81320,4536224000,55782.39056,4113292000,4022158000
35,K0B,17260,737745000,42743.04751,678704000,647116000
35,K0C,42410,1885239000,44452.69983,1737115000,1664260000
35,K0E,31350,1331793000,42481.43541,1226620000,1178310000
35,K0G,29950,1438781000,48039.43239,1313624000,1275288000
35,K0H,35620,1674336000,47005.50253,1522388000,1477173000
35,K0J,27630,1156277000,41848.60659,1053772000,1013412000
35,K0K,90940,3857719000,42420.48603,3530120000,3392867000
35,K0L,59460,2556094000,42988.46283,2344353000,2248058000
35,K0M,41600,1773394000,42629.66346,1620595000,1564592000
35,K1A,60,6577000,109616.6667,5863000,5857000
35,K1B,13340,630289000,47248.05097,569448000,554039000
35,K1C,30560,1784404000,58390.18325,1592047000,1564289000
35,K1E,12370,660482000,53393.8561,591505000,580758000
35,K1G,26300,1244722000,47327.8327,1126587000,1087677000
35,K1H,12610,861183000,68293.65583,768950000,753022000
35,K1J,21010,1092022000,51976.297,986477000,947716000
35,K1K,23000,980119000,42613.86957,896141000,842990000
35,K1L,13260,570782000,43045.3997,526556000,495800000
35,K1M,5140,548453000,106702.9183,493437000,480795000
35,K1N,19360,1038540000,53643.59504,940069000,894235000
35,K1P,680,144399000,212351.4706,137567000,109598000
35,K1R,14010,715537000,51073.30478,652187000,620010000
35,K1S,21620,1720365000,79572.84921,1542162000,1512339000
35,K1T,26500,1231683000,46478.60377,1119514000,1084277000
35,K1V,40960,2054234000,50152.19727,1853549000,1787062000
35,K1W,7960,491472000,61742.71357,440917000,433275000
35,K1X,710,33452000,47115.49296,30835000,29930000
35,K1Y,15130,1062703000,70238.13615,952732000,926723000
35,K1Z,16160,834089000,51614.41832,758495000,727166000
35,K2A,13380,999607000,74709.04335,896196000,876079000
35,K2B,24890,1035665000,41609.6826,952351000,907356000
35,K2C,21120,1055172000,49960.79545,958705000,936550000
35,K2E,15170,774460000,51052.07647,702544000,680600000
35,K2G,37820,2062755000,54541.38022,1853233000,1813594000
35,K2H,20750,1191010000,57398.07229,1070112000,1047112000
35,K2J,52330,2887296000,55174.77546,2593699000,2552585000
35,K2K,18890,1214750000,64306.51138,1088713000,1070566000
35,K2L,15010,760390000,50658.89407,685365000,671360000
35,K2M,20740,1243677000,59965.13983,1113863000,1098048000
35,K2P,13230,785029000,59337.03704,717257000,691062000
35,K2R,1070,97376000,91005.60748,89392000,87523000
35,K2S,24510,1611517000,65749.36761,1444286000,1424812000
35,K2T,7470,492586000,65941.90094,438240000,429450000
35,K2V,2110,120701000,57204.2654,108541000,106892000
35,K2W,6050,420032000,69426.77686,375678000,369810000
35,K4A,41460,2429671000,58602.77376,2174264000,2144146000
35,K4B,3820,229852000,60170.68063,208192000,202534000
35,K4C,3660,248688000,67947.54098,223594000,218320000
35,K4K,12150,609659000,50177.69547,551991000,540090000
35,K4M,9560,783435000,81949.26778,706206000,692343000
35,K4P,7590,525075000,69179.8419,472019000,463824000
35,K4R,5860,332489000,56738.7372,299682000,294809000
35,K6A,10800,401623000,37187.31481,371408000,345104000
35,K6H,25030,862681000,34465.88094,797737000,744474000
35,K6J,14260,488555000,34260.51893,455449000,426694000
35,K6K,2560,107969000,42175.39063,98785000,96094000
35,K6T,550,25341000,46074.54545,23128000,22761000
35,K6V,22710,992107000,43685.90929,911969000,867253000
35,K7A,13460,529136000,39311.73848,490181000,465167000
35,K7C,14010,695841000,49667.45182,634296000,617254000
35,K7G,7000,335388000,47912.57143,307184000,297457000
35,K7H,12780,587258000,45951.3302,534555000,516637000
35,K7K,23620,964030000,40814.14056,880980000,829480000
35,K7L,13770,845088000,61371.67756,763185000,744427000
35,K7M,37080,1740232000,46931.82309,1582505000,1531498000
35,K7N,5910,262846000,44474.78849,240290000,234027000
35,K7P,17580,929516000,52873.49261,839360000,824802000
35,K7R,11670,489706000,41962.81063,449326000,428468000
35,K7S,10780,481751000,44689.3321,442637000,427795000
35,K7V,11100,452464000,40762.52252,416946000,396856000
35,K8A,21280,911190000,42819.07895,834818000,796283000
35,K8B,340,18494000,54394.11765,16548000,16338000
35,K8H,10720,544617000,50803.82463,487975000,478288000
35,K8N,24090,1095567000,45478.08219,999873000,960211000
35,K8P,17110,623705000,36452.65926,578906000,544134000
35,K8R,1140,51219000,44928.94737,46200000,45386000
35,K8V,21760,863929000,39702.61949,793346000,755941000
35,K9A,22060,1059161000,48012.73799,966892000,941572000
35,K9H,21980,863289000,39276.11465,793704000,753454000
35,K9J,34810,1457947000,41882.99339,1339002000,1280760000
35,K9K,10800,552301000,51138.98148,499936000,490176000
35,K9L,5990,284800000,47545.90985,258259000,251781000
35,K9V,22850,945069000,41359.69365,867092000,827195000
35,L0A,11120,581814000,52321.40288,528663000,518499000
35,L0B,12490,696235000,55743.39472,635817000,620293000
35,L0C,7500,395440000,52725.33333,361191000,350486000
35,L0E,16490,716378000,43443.17768,664207000,643270000
35,L0G,32460,1842553000,56763.8016,1694563000,1659163000
35,L0H,2180,166112000,76198.16514,154158000,151360000
35,L0J,3980,396671000,99666.0804,365099000,357754000
35,L0K,28370,1235409000,43546.31653,1132149000,1099750000
35,L0L,33690,1788920000,53099.43603,1631420000,1594120000
35,L0M,26600,1235934000,46463.68421,1142831000,1110836000
35,L0N,2550,141203000,55373.72549,130517000,127969000
35,L0P,6530,475861000,72873.04747,436878000,424975000
35,L0R,66900,3554761000,53135.44096,3258157000,3180439000
35,L0S,47290,2512440000,53128.35695,2270183000,2211477000
35,L1A,12890,627402000,48673.54538,572981000,558283000
35,L1B,9660,518290000,53653.20911,467785000,460802000
35,L1C,32820,1672695000,50965.72212,1527417000,1501615000
35,L1E,20970,1140822000,54402.57511,1040004000,1027080000
35,L1G,32720,1392617000,42561.64425,1282717000,1234708000
35,L1H,24480,949892000,38802.77778,882005000,838486000
35,L1J,32420,1288017000,39729.08698,1192579000,1143752000
35,L1K,28900,1423194000,49245.46713,1299055000,1276869000
35,L1L,4930,237274000,48128.60041,216997000,212830000
35,L1M,15070,1007135000,66830.45786,911274000,901324000
35,L1N,37540,1921821000,51193.95312,1748960000,1714038000
35,L1P,12620,707670000,56075.27734,642467000,631116000
35,L1R,30390,1706368000,56148.99638,1551240000,1524659000
35,L1S,32150,1479480000,46018.04044,1356623000,1325808000
35,L1T,38260,1770222000,46268.21746,1624894000,1587716000
35,L1V,41100,2158667000,52522.31144,1972522000,1933255000
35,L1W,13750,730569000,53132.29091,665461000,654156000
35,L1X,15180,766706000,50507.64163,702500000,684903000
35,L1Y,1640,119292000,72739.02439,109131000,104204000
35,L1Z,20380,971608000,47674.58292,892327000,874852000
35,L2A,13190,498341000,37781.72858,462665000,438330000
35,L2E,14840,494320000,33309.97305,461561000,431380000
35,L2G,22290,782638000,35111.61956,730679000,692185000
35,L2H,21230,914235000,43063.35374,836674000,812384000
35,L2J,12650,565604000,44711.77866,519275000,505250000
35,L2M,26120,1013738000,38810.79632,937104000,897141000
35,L2N,25310,1181465000,46679.77084,1079980000,1050900000
35,L2P,11510,415322000,36083.5795,387937000,369820000
35,L2R,19540,758708000,38828.45445,703069000,657544000
35,L2S,14880,634491000,42640.52419,579770000,558557000
35,L2T,8850,385767000,43589.49153,351933000,341392000
35,L2V,13000,497095000,38238.07692,459098000,440433000
35,L2W,1590,87652000,55127.04403,79442000,76709000
35,L3B,18320,640671000,34971.12445,596120000,554291000
35,L3C,25970,1061265000,40865.03658,971456000,938577000
35,L3K,15400,612495000,39772.4026,567751000,539656000
35,L3M,21240,1185452000,55812.24105,1078075000,1057963000
35,L3P,31360,1691328000,53932.65306,1530657000,1494021000
35,L3R,54040,2533025000,46873.14952,2318391000,2246869000
35,L3S,45270,1490624000,32927.4133,1379259000,1315140000
35,L3T,43130,2383903000,55272.50174,2170751000,2109929000
35,L3V,36450,1529824000,41970.48011,1407523000,1352356000
35,L3X,32860,1783450000,54274.19355,1625970000,1596347000
35,L3Y,35160,1746645000,49677.04778,1601315000,1561475000
35,L3Z,26540,1211881000,45662.43406,1124939000,1099127000
35,L4A,33630,1979628000,58864.94202,1797372000,1761429000
35,L4B,31910,1675936000,52520.71451,1528497000,1482482000
35,L4C,59870,2868831000,47917.67162,2612094000,2523221000
35,L4E,39110,2064971000,52799.05395,1883872000,1842219000
35,L4G,44640,2891972000,64784.319,2639351000,2594846000
35,L4H,50880,2626888000,51629.08805,2417424000,2359372000
35,L4J,63470,3631918000,57222.59335,3297525000,3210975000
35,L4K,14260,706063000,49513.53436,652817000,635752000
35,L4L,46280,2553422000,55173.33621,2350240000,2282554000
35,L4M,34490,1523816000,44181.38591,1398822000,1358908000
35,L4N,73980,3413999000,46147.59394,3137802000,3059676000
35,L4P,21950,981115000,44697.7221,908874000,886698000
35,L4R,15310,601194000,39268.06009,554845000,528808000
35,L4S,28100,1252224000,44563.13167,1137468000,1104066000
35,L4T,30210,815414000,26991.52598,774862000,732423000
35,L4V,130,11614000,89338.46154,11184000,11051000
35,L4W,17880,894582000,50032.55034,821166000,798864000
35,L4X,14810,538295000,36346.72519,503003000,482756000
35,L4Y,19060,830700000,43583.42078,766779000,744102000
35,L4Z,30600,1236654000,40413.52941,1145895000,1113019000
35,L5A,37880,1348432000,35597.46568,1263013000,1209174000
35,L5B,49960,1930126000,38633.42674,1795887000,1735104000
35,L5C,24490,1044422000,42646.87628,963787000,935084000
35,L5E,10390,527003000,50722.13667,482536000,471303000
35,L5G,16010,1202387000,75102.24859,1107438000,1075158000
35,L5H,14060,1277000000,90825.03556,1169616000,1141326000
35,L5J,22010,1334472000,60630.25897,1227230000,1198088000
35,L5K,10600,538695000,50820.28302,489846000,477416000
35,L5L,36620,1870402000,51075.96942,1707877000,1666149000
35,L5M,82430,3757822000,45588.03834,3447840000,3363919000
35,L5N,66540,3154235000,47403.59182,2898584000,2838122000
35,L5P,0,0,#DIV/0!,0,0
35,L5R,31060,1210337000,38967.70766,1116417000,1081062000
35,L5S,130,9943000,76484.61538,9652000,9518000
35,L5T,250,17573000,70292,16329000,15754000
35,L5V,41380,1619863000,39146.03673,1494892000,1449835000
35,L5W,19150,839547000,43840.57441,774537000,755857000
35,L6A,65870,3257361000,49451.35874,2990093000,2917793000
35,L6B,21270,966370000,45433.47438,880290000,859329000
35,L6C,39790,1980510000,49774.06384,1796445000,1743008000
35,L6E,28010,1196777000,42726.77615,1087006000,1056264000
35,L6G,4370,171434000,39229.74828,157960000,153054000
35,L6H,47580,3110338000,65370.70198,2837486000,2786761000
35,L6J,19780,2511211000,126957.0779,2329455000,2261153000
35,L6K,10690,792042000,74091.86155,725064000,686733000
35,L6L,23710,1697799000,71606.87474,1542383000,1513357000
35,L6M,48800,3365296000,68960.98361,3067363000,3017169000
35,L6P,66850,2394205000,35814.58489,2228839000,2139667000
35,L6R,69980,2219288000,31713.17519,2077300000,1997916000
35,L6S,42750,1694630000,39640.46784,1569514000,1526160000
35,L6T,29350,996840000,33963.88416,938933000,899847000
35,L6V,31700,1116554000,35222.52366,1047825000,1008524000
35,L6W,17700,727308000,41090.84746,670376000,646235000
35,L6X,52780,1996986000,37836.03638,1859892000,1804271000
35,L6Y,72130,2502787000,34698.28088,2333240000,2252864000
35,L6Z,26180,1163703000,44450.07639,1073846000,1050245000
35,L7A,62270,2349777000,37735.2979,2191664000,2134729000
35,L7B,12090,1091298000,90264.51613,1006136000,981550000
35,L7C,21200,1198974000,56555.37736,1091846000,1057147000
35,L7E,26110,1490561000,57087.74416,1367609000,1343148000
35,L7G,36070,2213968000,61379.76157,2020201000,1992205000
35,L7J,10750,563425000,52411.62791,519836000,509498000
35,L7K,6730,450533000,66943.98217,409298000,400838000
35,L7L,35640,2262959000,63494.92144,2057705000,2027938000
35,L7M,37270,2423364000,65021.84062,2197250000,2164944000
35,L7N,10660,767588000,72006.37899,701828000,685730000
35,L7P,23550,1501952000,63777.15499,1374732000,1349770000
35,L7R,12890,758280000,58826.99767,691025000,675131000
35,L7S,9770,537287000,54993.55169,488854000,478191000
35,L7T,14510,891995000,61474.50034,813748000,793194000
35,L8B,9600,574605000,59854.6875,520970000,514510000
35,L8E,31240,1372486000,43933.61076,1269224000,1226065000
35,L8G,18140,790296000,43566.48291,730402000,706508000
35,L8H,20050,656243000,32730.32419,621717000,578918000
35,L8J,18840,889872000,47233.12102,818340000,797753000
35,L8K,25070,965240000,38501.79497,900196000,858819000
35,L8L,22450,640856000,28545.92428,609695000,541170000
35,L8M,9850,336319000,34144.06091,314180000,288870000
35,L8N,11000,349369000,31760.81818,330476000,297257000
35,L8P,17900,867049000,48438.49162,796636000,762636000
35,L8R,8510,251357000,29536.66275,237673000,212337000
35,L8S,10780,449489000,41696.56772,413128000,400956000
35,L8T,15430,638906000,41406.74012,590120000,570684000
35,L8V,16780,612655000,36511.02503,573539000,545294000
35,L8W,20260,805787000,39772.30997,746450000,719385000
35,L9A,19610,755870000,38545.13004,700407000,672955000
35,L9B,18980,866285000,45641.99157,792702000,770915000
35,L9C,31620,1324174000,41877.73561,1215550000,1174947000
35,L9E,2680,148399000,55372.76119,137777000,133103000
35,L9G,18950,1376378000,72632.08443,1244830000,1225281000
35,L9H,25180,1548074000,61480.30183,1400211000,1374886000
35,L9J,540,27770000,51425.92593,25784000,25314000
35,L9K,10800,626289000,57989.72222,567802000,559251000
35,L9L,12040,697703000,57948.75415,631207000,616398000
35,L9M,12210,502944000,41191.15479,460323000,441917000
35,L9N,9480,481003000,50738.71308,439773000,431793000
35,L9P,13740,842071000,61286.09898,766657000,749722000
35,L9R,17530,851414000,48568.96748,786416000,769128000
35,L9S,22350,1014249000,45380.26846,939102000,915576000
35,L9T,72480,3723037000,51366.40453,3416589000,3363595000
35,L9V,11830,551085000,46583.68555,511368000,497439000
35,L9W,35910,1838272000,51191.08883,1690168000,1654700000
35,L9X,4120,286766000,69603.39806,257781000,255391000
35,L9Y,20240,1076281000,53175.93874,980175000,950061000
35,L9Z,18140,743980000,41013.23043,676490000,652006000
35,M1B,51880,1602762000,30893.63917,1502151000,1416918000
35,M1C,29270,1499440000,51227.87837,1358147000,1325568000
35,M1E,36640,1341637000,36616.73035,1240563000,1173072000
35,M1G,23490,649378000,27644.87016,609674000,563878000
35,M1H,19600,629377000,32111.07143,586134000,557673000
35,M1J,27560,810062000,29392.67054,762773000,707899000
35,M1K,38290,1158931000,30267.1977,1092200000,1017337000
35,M1L,26170,861111000,32904.50898,803029000,757874000
35,M1M,18190,832017000,45740.35184,765633000,733879000
35,M1N,17100,935943000,54733.50877,857826000,833008000
35,M1P,34850,1114161000,31970.18651,1041896000,982973000
35,M1R,23600,793934000,33641.27119,741446000,702527000
35,M1S,31820,1015028000,31899.0572,939724000,886898000
35,M1T,27990,915672000,32714.25509,850565000,796325000
35,M1V,45540,1289274000,28310.80369,1199309000,1119451000
35,M1W,40470,1354781000,33476.17989,1251286000,1184755000
35,M1X,12180,397688000,32650.90312,370579000,350544000
35,M2H,20770,862197000,41511.65142,783610000,752499000
35,M2J,47620,1811666000,38044.22512,1672888000,1609988000
35,M2K,19290,1059161000,54907.25765,971991000,949812000
35,M2L,9610,1038851000,108101.0406,955516000,926285000
35,M2M,28300,1153880000,40773.14488,1067968000,1023286000
35,M2N,71930,3197800000,44457.11108,2948290000,2875375000
35,M2P,6480,714749000,110300.7716,657888000,641173000
35,M2R,34130,1221411000,35787.02022,1138851000,1077730000
35,M3A,26440,1157348000,43772.61725,1069676000,1030158000
35,M3B,11210,1074441000,95846.65477,985007000,967975000
35,M3C,30930,1263404000,40847.20336,1176374000,1115374000
35,M3H,29540,1652998000,55957.95531,1509228000,1466092000
35,M3J,22700,653450000,28786.34361,617636000,581321000
35,M3K,5340,217777000,40782.20974,204440000,197348000
35,M3L,14570,436621000,29967.12423,414004000,384737000
35,M3M,19250,632544000,32859.42857,597293000,564594000
35,M3N,31090,778559000,25042.10357,747817000,664508000
35,M4A,11400,436531000,38292.19298,405551000,383168000
35,M4B,14320,639526000,44659.63687,590925000,564041000
35,M4C,35320,1498465000,42425.39638,1375913000,1321920000
35,M4E,18730,1526718000,81511.90603,1384431000,1352793000
35,M4G,14930,1720987000,115270.3952,1581375000,1558844000
35,M4H,13310,309810000,23276.48385,294549000,259851000
35,M4J,27090,1409428000,52027.61166,1281145000,1241285000
35,M4K,24050,1558062000,64784.28274,1420522000,1379920000
35,M4L,23760,1565136000,65872.72727,1425769000,1388714000
35,M4M,18360,1048288000,57096.2963,961281000,929272000
35,M4N,12320,2295888000,186354.5455,2135756000,2063227000
35,M4P,16010,1048819000,65510.2436,961890000,941328000
35,M4R,8840,1049391000,118709.3891,970961000,953877000
35,M4S,21570,1664386000,77162.07696,1522191000,1495531000
35,M4T,9300,1492262000,160458.2796,1379372000,1345409000
35,M4V,14320,1961977000,137009.567,1884856000,1848984000
35,M4W,11920,2129577000,178655.7886,1965210000,1901125000
35,M4X,15790,615039000,38951.17163,575998000,538835000
35,M4Y,23830,1202350000,50455.30843,1110030000,1086172000
35,M5A,31800,1606262000,50511.38365,1482042000,1406279000
35,M5B,10090,485750000,48141.72448,452587000,435172000
35,M5C,3480,464908000,133594.2529,428449000,421431000
35,M5E,7500,653031000,87070.8,599083000,587283000
35,M5G,19820,532484000,26865.99395,502689000,393556000
35,M5H,2740,401961000,146701.0949,375209000,356946000
35,M5J,11170,992570000,88860.3402,915269000,898776000
35,M5K,290,67924000,234220.6897,65018000,63596000
35,M5L,40,15703000,392575,14475000,14402000
35,M5M,19900,2326871000,116928.191,2131201000,2091876000
35,M5N,12510,1358511000,108594.0048,1248989000,1223459000
35,M5P,15350,1890953000,123189.1205,1731377000,1704128000
35,M5R,19850,2267992000,114256.5239,2080591000,2024637000
35,M5S,12440,840006000,67524.59807,774254000,751729000
35,M5T,14200,546667000,38497.67606,512235000,477484000
35,M5V,37390,2782751000,74425.00669,2581575000,2542956000
35,M5W,160,14548000,90925,13329000,13056000
35,M5X,100,28560000,285600,26102000,23525000
35,M6A,16120,639696000,39683.37469,596655000,566591000
35,M6B,22750,1197529000,52638.63736,1106188000,1069359000
35,M6C,18530,1259778000,67985.86077,1151258000,1118845000
35,M6E,30230,1077091000,35629.87099,1012342000,962426000
35,M6G,23740,1378798000,58079.10699,1264184000,1229750000
35,M6H,34270,1487811000,43414.38576,1378438000,1327373000
35,M6J,24210,1367449000,56482.81702,1265771000,1229247000
35,M6K,29720,1334400000,44899.05787,1248288000,1182990000
35,M6L,16250,561564000,34557.78462,527320000,498354000
35,M6M,32380,1022121000,31566.42989,968421000,902469000
35,M6N,32410,1101052000,33972.60105,1038585000,974404000
35,M6P,30180,1708081000,56596.45461,1565369000,1521907000
35,M6R,14280,983398000,68865.40616,899597000,879127000
35,M6S,25750,2010161000,78064.50485,1832187000,1801486000
35,M7A,10,853000,85300,769000,769000
35,M7Y,0,0,#DIV/0!,0,0
35,M8V,30260,1629343000,53844.77859,1494860000,1443434000
35,M8W,16430,810269000,49316.43335,745376000,725528000
35,M8X,8850,1122520000,126838.4181,1027921000,1003906000
35,M8Y,16820,1038968000,61769.79786,952118000,927990000
35,M8Z,13560,859943000,63417.62537,783660000,767967000
35,M9A,28710,2309828000,80453.77917,2128537000,2070722000
35,M9B,26170,1521039000,58121.47497,1390528000,1360264000
35,M9C,31120,1525391000,49016.42031,1402121000,1364832000
35,M9L,9830,298889000,30405.79858,282212000,263701000
35,M9M,17960,557448000,31038.30735,526478000,495107000
35,M9N,19560,656073000,33541.56442,615972000,570893000
35,M9P,16620,831999000,50060.1083,766938000,741708000
35,M9R,26860,1025864000,38193.00074,950636000,900122000
35,M9V,43640,1182615000,27099.33547,1122706000,1037028000
35,M9W,33240,1093729000,32904.0012,1025225000,972110000
35,N0A,29120,1189012000,40831.45604,1092285000,1048078000
35,N0B,62630,3737294000,59672.58502,3420838000,3319958000
35,N0C,12380,506299000,40896.52666,472746000,451671000
